"LUCAS_ID","CONTAINER_ID","X_LAEA","Y_LAEA","Elevation","AnnualPrecip","AnnualTemp","LC_Survey_Code","Country","LC_1","LC_2","LC_3","LC_4","CLC_2018","CLC_2012","CLC_2006","CLC_2000","CLC_1990","CLC.firstChange","CLC.lastChange","num.CLC.changes","time.since.CLC.change","MWD","WSA","Xylosidase","Cellulase","N.actylglucosaminidase","beta.glucosidase","Acid.phosphatase","O2_Measurement_ID","O2_Channel","O2_Device","Basal_respiration","MIRR","Cmic","qO2","H2O_percent_FW","glucose_per_sample_SIR","water_added_SIR","date_O2_Measurement","date_of_sampling","remarks","machine_factor","coarse_2009","clay_2009","silt_2009","sand_2009","pHinH2O_2009","pHinCaCl2_2009","OC_2009","CaCO3_2009","N_2009","P_2009","K_2009","CEC_2009","Repeated","coarse_2015","clay_2015","sand_2015","silt_2015","pHinCaCl2_2015","pHinH2O_2015","Electrical_conductivity_2015","OC_2015","CaCO3_2015","P_2015","N_2015","K_2015","CEC_2015","NUTS0","NUTS1","NUTS2","NUTS3","MonthlyPrecipSum","MonthlyMeanTemp","dates","MeanNDVI90days","MeanNDVI3years","Sum_burned_areas_1year","LC_5","clay_2009_shapefile","silt_2009_shapefile","sand_2009_shapefile","pHinH2O_2009_shapefile","pHinCaCl2_2009_shapefile","OC_2009_shapefile","clay_yearCombine","silt_yearCombine","sand_yearCombine","pHinH2O_yearCombine","pHinCaCl2_yearCombine","year_of_yearCombine"
27742232,420,2774000,2232000,130,1638,151,"C10","PORTUGAL","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",313,313,313,313,"313",1990,1990,0,28,0.81991370558376,51.8518518518518,140.78,35.35,217.16,390.41,1512.56,5363,"Channel 23","EMIL",1.879000781,6.155347385,163.7322404,0.011476059,14.12770236,21.6,1.5,"5/8/19","n/a","n/a",1,14,9,32,60,4.58,3.94,"46.6","0",1.8,"0",23.1,6.6,"Yes",NA,NA,NA,NA,3.7,4.36,8.33,103.1,0,18.9,5.1,38.1,9.8,"PT","PT1","PT11","PT112",36.80000055,20.94599953,"2018-07-12",0.669333333333333,0.673961538461539,0,"Forest",9,32,60,4.58,3.94,"46.6",9,32,60,4.58,3.94,2009
27781794,62,2778000,1794000,117,512,178,"E20","PORTUGAL","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,211,211,"211",1990,1990,0,28,1.45885489833641,58.3333333333333,101.39,94.9,400.89,650.72,422.07,6945,"Channel 16","KLAUS",0,12.51022581,332.7720065,0,1.457677654,0.0216,0.75,"4/10/19","n/a","n/a",1,25,7,23,70,6.32,5.85,"7.7","1",1.1,"0",53.3,9.6,"Yes",NA,NA,NA,NA,5.2,5.95,3.46,6.2,0,3.8,1,43,9.3,"PT","PT1","PT18","PT184",30.90000046,17.16533295,"2018-05-17",0.4625,0.345866666666667,0,"Grassland",7,23,70,6.32,5.85,"7.7",7,23,70,6.32,5.85,2009
27881848,577,2788000,1848000,165,618,173,"B13","PORTUGAL","Barley","Cereals","Cropland","Agriculture",211,211,211,211,"211",1990,1990,0,28,1.65670524017467,61.2903225806452,31.8,11.96,46.35,166.57,76.5,7321,"Channel 2","KLAUS",0.142538211,11.54559505,307.1128284,0.000464123,2.265861027,21.6,1,"6/24/19","n/a","n/a",1,16,27,35,38,8.13,7.49,"9.4","243",1,"13.9",162.3,18.4,"Yes",NA,NA,NA,NA,7.7,8.16,13.29,9.2,152,11.1,0.9,210,20.4,"PT","PT1","PT18","PT184",0,23.7163328,"2018-08-01",0.268,0.414415094339623,0,"Agriculture",27,35,38,8.13,7.49,"9.4",27,35,38,8.13,7.49,2009
27981972,72,2798000,1972000,194,706,166,"E10","PORTUGAL","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",311,324,311,311,"311",2012,2018,2,0,1.86751659751037,21.4285714285714,46.6,14.58,89.14,169.02,336.12,6888,"Channel 19","KLAUS",0.791370394,1.877828054,49.95022624,0.015843179,12.06480034,0.0252,0.5,"3/26/19","n/a","n/a",1,35,8,16,76,5.12,4.49,"10","1",1,"19.1",72.3,8.2,"Yes",NA,NA,NA,NA,5.2,5.58,31,11.4,1,13.2,1.2,73,3.6,"PT","PT1","PT18","PT186",34.90000052,16.32433297,"2018-05-16",0.532,0.519735849056604,0,"Grassland",8,16,76,5.12,4.49,"10",8,16,76,5.12,4.49,2009
27982170,529,2798000,2170000,413,1224,137,"B44","PORTUGAL","Floriculture and ornamental plants","Dry pulses, vegetables, and flowers","Cropland","Agriculture",324,311,311,311,"311",2018,2018,1,0,1.12238104089219,30,97.86,57.61,149.44,522.14,958.03,7335,"Channel 16","KLAUS",1.55985717,17.88636221,475.7772349,0.003278545,10.90087073,21.6,1.25,"6/24/19","n/a","n/a",1,34,16,46,38,5.48,4.82,"30.2","1",2,"0",136.4,6.8,"Yes",NA,NA,NA,NA,6.6,6.82,25.2,15.6,2,8.5,1.9,109.3,8.2,"PT","PT1","PT11","PT11A",0,19.59766623,"2018-08-01",0.7175,0.6455,0,"Agriculture",16,46,38,5.48,4.82,"30.2",16,46,38,5.48,4.82,2009
28002400,173,2800000,2400000,332,1661,132,"B55","SPAIN","Temporary grasslands","Fodder crops","Cropland","Agriculture",311,311,311,242,"242",2006,2006,1,12,1.02276340694007,47.3684210526316,101.46,60.95,149.42,465.39,732.33,8629,"Channel 12","EMIL",0.421240602,11.96115288,318.1666667,0.001323962,10.61827957,21.6,1.5,"4/30/19","n/a","n/a",1,15,11,28,61,5.38,5.19,"102.3","2",8,"123.3",278,18.1,"Yes",NA,NA,NA,NA,4.9,5.25,50.8,55.3,0,177.1,5.2,65.5,27.7,"ES","ES1","ES11","ES111",73.8000011,15.71199965,"2018-06-26",0.63,0.71409900990099,0,"Agriculture",11,28,61,5.38,5.19,"102.3",11,28,61,5.38,5.19,2009
28102114,714,2810000,2114000,367,1356,144,"C22","PORTUGAL","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",243,243,243,312,"312",2006,2006,1,12,1.45787931034483,33.3333333333333,36.39,7.15,74.54,101.32,487.12,8787,"Channel 20","EMIL",0.369015048,3.311673507,88.09051528,0.004189044,2.98606503,21.6,1.5,"6/5/19","n/a","n/a",1,29,6,22,72,4.9,3.96,"24.8","1",0.9,"0",116,4.6,"Yes",NA,NA,NA,NA,3.9,4.59,3.35,14.5,0,4.4,0.7,48.4,2.6,"PT","PT1","PT16","PT16G",25.80000038,23.07699948,"2018-09-17",0.500444444444444,0.530590476190476,0,"Forest",6,22,72,4.9,3.96,"24.8",6,22,72,4.9,3.96,2009
28222378,491,2822000,2378000,261,1834,137,"C10","SPAIN","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",324,324,322,324,"324",2006,2012,2,6,1.22274230769232,62.5,94.61,27.03,359.94,372.05,3272.81,7118,"Channel 9","KLAUS",2.448201439,14.92805755,397.0863309,0.006165414,30.5,21.6,2,"5/15/19","n/a","n/a",1,13,18,52,30,5.76,4.58,"194.1","2",12.3,"0",70.8,6.9,"Yes",NA,NA,NA,NA,4.6,5.32,6.1,132.6,0,19.6,9.6,61.9,20.2,"ES","ES1","ES11","ES111",55.50000083,19.12966624,"2018-07-10",0.776571428571429,0.73192,0,"Forest",18,52,30,5.76,4.58,"194.1",18,52,30,5.76,4.58,2009
28282042,671,2828000,2042000,340,940,154,"E20","PORTUGAL","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",242,242,242,242,"242",1990,1990,0,28,1.38484375,58.3333333333333,56.81,25.21,366.68,240.3,594.13,7408,"Channel 29","KLAUS",2.098448573,12.18795888,324.1997063,0.006472703,13.02681992,21.6,1.25,"7/8/19","n/a","n/a",1,29,11,26,63,5.4,4.53,"6.3","0",0.7,"0",99.9,2.9,"Yes",NA,NA,NA,NA,4.7,5.22,4.95,18.8,0,47.4,1.8,57.4,0.6,"PT","PT1","PT16","PT16H",0,24.0333328,"2018-08-14",0.412444444444444,0.482133333333333,0,"Grassland",11,26,63,5.4,4.53,"6.3",11,26,63,5.4,4.53,2009
28282190,524,2828000,2190000,657,1287,123,"E10","PORTUGAL","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",324,324,324,311,"311",2006,2006,1,12,1.26809514170041,65,99.31,51.88,153.22,411.69,923.08,8845,"Channel 18","EMIL",1.398137138,11.95270181,317.9418681,0.004397462,15.94202899,21.6,1.25,"6/19/19","n/a","n/a",1,27,7,21,73,5.37,4.57,"52","1",4,"53.8",174.3,6.2,"Yes",NA,NA,NA,NA,4.5,5.16,4.21,23.4,0,30.8,2.1,94.6,3.7,"PT","PT1","PT11","PT11C",0,18.73966625,"2018-08-01",0.695111111111111,0.643883495145631,0,"Grassland",7,21,73,5.37,4.57,"52",7,21,73,5.37,4.57,2009
28302282,546,2830000,2282000,1084,1869,92,"F10","PORTUGAL","Rocks and stones","Rocks and stones","Bare land and lichens/moss","Bare",333,333,333,333,"332",2000,2000,1,18,1.38294189189189,69.2307692307692,172.77,68.03,182.11,512.18,1301.42,7302,"Channel 13","KLAUS",0.345713294,15.89320838,422.7593428,0.000817754,4.507789195,21.6,1,"n/a","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",44,3,75,22,4.4,4.68,2.16,39.9,0,0,2.4,11.6,2.2,"PT","PT1","PT11","PT111",2.500000037,17.86866627,"2018-08-03",0.491555555555556,0.44388,0,"Other",8,20,72,4.63,4.01,"55.1",3,22,75,4.68,4.4,2015
28382160,51,2838000,2160000,931,1089,109,"C10","PORTUGAL","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",324,324,324,324,"324",1990,1990,0,28,1.22775961538462,54.5454545454546,63.26,29.3,93.09,305.78,449.6,7242,"Channel 13","KLAUS",0.474376072,5.587095955,148.6167524,0.003191942,13.09602649,21.6,1,"6/11/19","n/a","n/a",1,24,6,14,80,5.09,4.23,"21.4","0",1.6,"23.9",40.1,2.6,"Yes",NA,NA,NA,NA,4.4,5.08,4.67,20.9,1,32.1,1.8,59.1,14.4,"PT","PT1","PT11","PT11D",138.5000021,10.08333311,"2018-04-30",0.598666666666667,0.556077669902913,0,"Forest",6,14,80,5.09,4.23,"21.4",6,14,80,5.09,4.23,2009
28402378,657,2840000,2378000,278,1523,136,"C33","SPAIN","Other mixed woodland","Mixed woodland","Woodland","Forest",313,313,312,313,"313",2006,2012,2,6,0.69747794117647,21.875,19.21,1,54.14,31.36,1108.96,7387,"Channel 8","KLAUS",2.202122528,11.34426757,301.7575173,0.007297656,31.12956811,21.6,1,"7/8/19","n/a","n/a",1,16,16,43,41,4.02,3.99,"143.1","0",8.4,"20.5",51.8,8.7,"Yes",NA,NA,NA,NA,4.2,4.9,5.72,29.8,0,21.2,2.4,41.9,37.2,"ES","ES1","ES11","ES111",21.00000031,20.84533287,"2018-08-27",0.805,0.73892,0,"Forest",16,43,41,4.02,3.99,"143.1",16,43,41,4.02,3.99,2009
28442408,157,2844000,2408000,398,1373,128,"D20","SPAIN","Shrubland without tree cover","Shrubland without tree cover","Shrubland","Shrubland",322,322,322,324,"324",2006,2006,1,12,1.18401948051948,56.25,124.62,24.48,108.29,202.49,1086.62,7213,"Channel 14","KLAUS",1.910791367,21.69544365,577.098801,0.00331103,30.5,21.6,1.5,"6/5/19","n/a","n/a",1,12,17,62,22,4.59,4.22,"107.3","1",8.3,"14.4",224,7.3,"Yes",NA,NA,NA,NA,4.4,4.9,24.3,106.6,0,31.3,9.5,106.1,38.2,"ES","ES1","ES11","ES111",22.20000033,13.57866636,"2018-05-30",0.730857142857143,0.779643564356436,0,"Other",17,62,22,4.59,4.22,"107.3",17,62,22,4.59,4.22,2009
28522106,408,2852000,2106000,1244,1467,94,"C10","PORTUGAL","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",324,324,324,324,"243",2000,2000,1,18,0.482816326530621,16.2162162162162,72.65,44.47,277.99,422,1024.17,5360,"Channel 20","EMIL",2.717001056,24.89123548,662.1068638,0.004103569,21.54101077,21.6,1.5,"5/8/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",12,11,44,45,4.4,4.41,18.73,78.6,0,22,5.9,66,4.6,"PT","PT1","PT16","PT16J",57.50000086,19.24299957,"2018-07-10",0.697333333333333,0.637544554455446,0,"Forest",13,28,59,6.39,5.61,"16.7",11,45,44,4.41,4.4,2015
28542018,625,2854000,2018000,232,672,164,"C10","PORTUGAL","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",244,244,244,244,"244",1990,1990,0,28,1.66828702397743,26.6666666666666,26.97,15.79,123.66,193.27,233.24,7391,"Channel 12","KLAUS",0.828205555,4.969233328,132.1816065,0.006265664,0.248838752,21.6,0.75,"7/8/19","n/a","n/a",1,47,5,16,79,6.03,4.93,"7.8","0",0.7,"0",32,9.5,"Yes",NA,NA,NA,NA,5.1,5.58,4.53,7.1,0,13.4,0.8,23.3,2,"PT","PT1","PT16","PT16H",0,25.4196661,"2018-08-08",0.318,0.363009523809524,0,"Forest",5,16,79,6.03,4.93,"7.8",5,16,79,6.03,4.93,2009
28542144,76,2854000,2144000,652,829,129,"B74","PORTUGAL","Nuts trees","Permanent crops: fruit trees","Cropland","Agriculture",324,324,324,324,"324",1990,1990,0,28,1.30118019480519,73.3333333333334,119.54,60.84,272.42,496.27,1152.15,8440,"Channel 3","EMIL",1.6859375,9.654513889,256.8100694,0.00656492,18.1003839,0.0252,1,"3/26/19","n/a","n/a",1,45,9,17,74,4.76,4.01,"31.1","0",1.5,"14.9",82.1,9.3,"Yes",NA,NA,NA,NA,4.3,4.95,5.4,18.6,0,18.8,1.6,83.4,8.8,"PT","PT1","PT11","PT11D",59.50000089,13.91099969,"2018-05-29",0.5115,0.534209523809524,0,"Agriculture",9,17,74,4.76,4.01,"31.1",9,17,74,4.76,4.01,2009
28602222,549,2860000,2222000,647,877,124,"E10","PORTUGAL","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",312,312,133,312,"312",2006,2012,2,6,1.19362110091743,40,31.86,19.95,97.47,160.54,332.91,5330,"Channel 20","DIETER",0.460723297,4.979534623,132.455621,0.003478322,2.284681131,21.6,1,"5/6/19","n/a","n/a",1,34,10,17,73,6.29,5.5,"38.1","1",1.9,"27.5",120.6,5.9,"Yes",NA,NA,NA,NA,7,7.32,17.7,34.1,43,88.3,2.3,347.9,11.9,"PT","PT1","PT11","PT11B",3.200000048,19.69133289,"2018-07-31",0.506,0.510912621359223,0,"Grassland",10,17,73,6.29,5.5,"38.1",10,17,73,6.29,5.5,2009
28642186,622,2864000,2186000,562,957,132,"B82","PORTUGAL","Vineyards","Other permanent crops","Cropland","Agriculture",221,221,221,221,"221",1990,1990,0,28,0.835980667838315,32.258064516129,31.18,16.72,53.51,216.32,271.3,8924,"Channel 7","EMIL",0.383207934,3.7374601,99.41643867,0.003854573,2.533333333,21.6,1.25,"7/8/19","n/a","n/a",1,32,5,60,35,5.39,4.55,"7.2","0",0.8,"15.2",107.2,22.7,"Yes",NA,NA,NA,NA,5.1,5.62,9.52,19.1,0,48.7,1.9,234.9,10,"PT","PT1","PT11","PT11D",2.70000004,23.97599946,"2018-08-07",0.472888888888889,0.443089108910891,0,"Agriculture",5,60,35,5.39,4.55,"7.2",5,60,35,5.39,4.55,2009
28721676,434,2872000,1676000,31,584,186,"B31","SPAIN","Sunflower","Non-permanent industrial crops","Cropland","Agriculture",211,211,211,211,"211",1990,1990,0,28,1.39619677419355,27.5,76.21,39.36,87.61,409.9,102.85,5316,"Channel 6","DIETER",0,14.56654888,387.4702002,0,6.600660066,21.6,1.25,"5/6/19","n/a","n/a",1,7,46,41,13,7.69,7.2,"9.5","348",1.2,"21.3",500.5,4.8,"Yes",NA,NA,NA,NA,7.4,7.75,17.72,14.2,329,29.1,1.8,759.7,37.4,"ES","ES6","ES61","ES612",0,23.23033281,"2018-07-18",0.546666666666667,0.313904761904762,0,"Agriculture",46,41,13,7.69,7.2,"9.5",46,41,13,7.69,7.2,2009
28722216,134,2872000,2216000,814,988,115,"E20","PORTUGAL","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",243,243,243,324,"312",2000,2006,2,12,1.71805827067669,66.6666666666667,112.38,16.86,78.06,165.87,1199.57,5318,"Channel 8","DIETER",2.540816327,15.30433226,407.0952381,0.006241331,38.50726552,21.6,0.5,"5/6/19","n/a","n/a",1,6,22,69,8,5.24,4.56,"51.3","0",4.4,"0",73.5,7,"Yes",NA,NA,NA,NA,4.4,4.59,57.1,67.2,0,24.9,6.9,91.6,11.3,"PT","PT1","PT11","PT11B",103.9000015,10.97199975,"2018-04-30",0.512571428571429,0.543145631067961,0,"Grassland",22,69,8,5.24,4.56,"51.3",22,69,8,5.24,4.56,2009
28742296,309,2874000,2296000,531,814,127,"C22","SPAIN","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",311,311,311,322,"322",2006,2006,1,12,1.35799038461539,73.9130434782609,37.73,4.09,100.97,85.79,1108.71,8761,"Channel 24","EMIL",1.903822938,13.63849765,362.7840376,0.005247813,17.30449251,21.6,1,"5/27/19","n/a","n/a",1,21,11,25,64,4.29,3.73,"49","0",2.2,"0",73.1,5.3,"Yes",NA,NA,NA,NA,3.8,4.39,6.19,41.6,0,7.4,2.4,64.8,8.2,"ES","ES1","ES11","ES113",84.60000126,16.13533297,"2018-06-19",0.724571428571429,0.686376237623762,0,"Forest",11,25,64,4.29,3.73,"49",11,25,64,4.29,3.73,2009
28782280,282,2878000,2280000,845,1258,109,"D10","SPAIN","Shrubland with sparse tree cover","Shrubland with sparse tree cover","Shrubland","Shrubland",324,324,322,324,"324",2006,2012,2,6,1.13432195121952,57.6923076923077,225.06,36.97,261.34,394.07,2429.94,7176,"Channel 7","KLAUS",2.140614488,18.05561785,480.2794349,0.004457019,26.39484979,21.6,1.5,"5/27/19","n/a","n/a",1,13,13,32,56,4.67,4.16,"73.8","1",4.1,"0",103.7,5.4,"Yes",NA,NA,NA,NA,4.3,5.14,6.53,72.2,0,8.3,4.6,112.9,4.1,"ES","ES1","ES11","ES113",92.20000137,14.67799967,"2018-06-19",0.568,0.685591836734694,0,"Other",13,32,56,4.67,4.16,"73.8",13,32,56,4.67,4.16,2009
28801616,535,2880000,1616000,65,702,184,"B12","SPAIN","Durum wheat","Cereals","Cropland","Agriculture",211,211,211,211,"211",1990,1990,0,28,1.53789502762431,31.5789473684211,33.64,26.6,49.46,357.82,97.3,7342,"Channel 23","KLAUS",0.247067064,17.63380611,469.0592424,0.000526729,5.290215589,21.6,1.5,"6/24/19","n/a","n/a",1,12,45,34,20,8.18,7.38,"9.8","308",1.3,"11.6",650.5,31.1,"Yes",NA,NA,NA,NA,7.5,8.12,17.05,12.4,276,13.9,1.1,506.4,32.8,"ES","ES6","ES61","ES612",0,22.33533283,"2018-08-01",0.308444444444444,0.346076923076923,0,"Agriculture",45,34,20,8.18,7.38,"9.8",45,34,20,8.18,7.38,2009
