LUCAS_ID,X_LAEA,Y_LAEA,LC,Specific,Broad,Ours,Bas,MIRR,Cmic,qO2,H2O_FW
38842666,3884000,2666000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.338957908,13.13307374,349.3397614,0.003832824,10.59350133
44342190,4434000,2190000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.622603767,4.796354948,127.5830416,0.004879988,14.3
49843504,4984000,3504000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.217415522,9.092090605,241.8496101,0.005033771,10.65029861
47482810,4748000,2810000,Maize,Cereals,Cropland,Agriculture,1.232596993,8.833611781,234.9740734,0.005245672,10.55952183
49163486,4916000,3486000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.917878353,13.54153867,360.2049287,0.002548212,18.76559641
41822414,4182000,2414000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.681055646,12.33906165,328.2190398,0.005121749,19.27332783
34382102,3438000,2102000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.293068203,5.244378368,139.5004646,0.00210084,10.65913996
35642110,3564000,2110000,Pear fruit,Permanent crops: fruit trees,Cropland,Agriculture,1.031444172,11.09583883,295.1493127,0.003494652,12.09864283
34022174,3402000,2174000,Common wheat,Cereals,Cropland,Agriculture,1.856125074,18.8350155,501.0114124,0.003704756,16.09099967
50322994,5032000,2994000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.930303648,7.837103458,208.466952,0.004462595,18.70444003
30961768,3096000,1768000,Olive groves,Other permanent crops,Cropland,Agriculture,0,9.394614989,249.8967587,0,3.683515031
51824728,5182000,4728000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.869423876,4.796821383,127.5954488,0.00681391,8.206233422
28382160,2838000,2160000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.474376072,5.587095955,148.6167524,0.003191942,13.09602649
29681740,2968000,1740000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.65044339,14.54939163,387.0138173,0.001680672,19.93064729
29282088,2928000,2088000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.492157613,8.149706707,216.7821984,0.002270286,13.35764004
31702250,3170000,2250000,Common wheat,Cereals,Cropland,Agriculture,0,19.48356808,518.2629108,0,0.527443547
36442800,3644000,2800000,Durum wheat,Cereals,Cropland,Agriculture,1.234659725,11.72926739,311.9985125,0.003957262,10.38160307
48681954,4868000,1954000,Olive groves,Other permanent crops,Cropland,Agriculture,0.68169374,4.847599927,128.9461581,0.005286654,9.258032461
37602280,3760000,2280000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,0.29738445,0.69389705,18.45766153,0.016111708,7.090545939
30721702,3072000,1702000,Olive groves,Other permanent crops,Cropland,Agriculture,0.861065907,15.87062653,422.1586656,0.002039674,18.06666667
43403554,4340000,3554000,Barley,Cereals,Cropland,Agriculture,0.846787185,8.170753535,217.342044,0.003896104,7.637626054
27781794,2778000,1794000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0,12.51022581,332.7720065,0,1.457677654
37582662,3758000,2662000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.316299559,8.824082232,234.7205874,0.005607943,19.09039065
42843682,4284000,3682000,Maize,Cereals,Cropland,Agriculture,0.694824962,9.001141553,239.4303653,0.002901992,12.66201396
33002172,3300000,2172000,Common wheat,Cereals,Cropland,Agriculture,0.796425212,10.61900282,282.4654751,0.002819549,11.41666667
54221900,5422000,1900000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0,20.95155005,557.3112313,0,5.17868961
39583216,3958000,3216000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,7.369428969,30.63370474,814.856546,0.009043836,52.6775416
49902614,4990000,2614000,Maize,Cereals,Cropland,Agriculture,0.824272008,5.541715761,147.4096392,0.00559171,15.22545662
31021866,3102000,1866000,Barley,Cereals,Cropland,Agriculture,1.386787017,15.78067985,419.7660841,0.003303714,13.89118571
30002386,3000000,2386000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,4.200891862,40.21999257,1069.851802,0.003926611,25.36195706
27981972,2798000,1972000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,0.791370394,1.877828054,49.95022624,0.015843179,12.06480034
29741732,2974000,1732000,Durum wheat,Cereals,Cropland,Agriculture,0.195093286,15.72939621,418.4019392,0.000466282,3.460502056
32482188,3248000,2188000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.294978166,16.43085881,437.0608443,0.009826957,24.38500908
28542144,2854000,2144000,Nuts trees,Permanent crops: fruit trees,Cropland,Agriculture,1.6859375,9.654513889,256.8100694,0.00656492,18.1003839
48982838,4898000,2838000,Common wheat,Cereals,Cropland,Agriculture,0.2692377,12.61428486,335.5399772,0.000802401,7.48582861
52584292,5258000,4292000,Other coniferous woodland,Coniferous woodland,Woodland,Forest,5.333886649,11.80934313,314.1285274,0.01697995,29.71666667
32242312,3224000,2312000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.079365079,13.17460317,350.4444444,0.005933508,25.2038335
52664748,5266000,4748000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,4.298804781,27.13249566,721.7243845,0.005956297,45.97682119
51863086,5186000,3086000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.287819679,2.318547416,61.67336127,0.00466684,1.480427046
31122376,3112000,2376000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,6.940141932,28.1703178,749.3304536,0.009261791,46.14489864
47064096,4706000,4096000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.723013049,11.10386187,295.3627257,0.005833549,15.92420213
42602746,4260000,2746000,Common wheat,Cereals,Cropland,Agriculture,0.815502183,5.134643377,136.5815138,0.005970809,8.991554893
54121890,5412000,1890000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.314564158,15.07910726,401.1042531,0.000784245,8.231202385
53304626,5330000,4626000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,5.152134912,25.31395766,673.3512738,0.007651482,60.42317523
33581994,3358000,1994000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.360430464,10.03145695,266.836755,0.005098362,13.65260901
29602142,2960000,2142000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.56109515,2.852233677,75.86941581,0.007395538,1.596540828
29122112,2912000,2112000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.061993152,5.434612843,144.5607016,0.007346348,8.733552632
41063212,4106000,3212000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.795395912,14.98908514,398.7096646,0.004503016,16.17035435
41783356,4178000,3356000,Peatbogs,Inland wetlands,Wetlands,Other,8.292972058,25.76912221,685.4586509,0.012098428,83.20773496
30922176,3092000,2176000,Durum wheat,Cereals,Cropland,Agriculture,0.970079476,8.795387253,233.9573009,0.004146395,9.017439387
26581768,2658000,1768000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.840202458,36.5087973,971.1340082,0.000865177,7.907441318
32402254,3240000,2254000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.282206271,14.00579272,372.5540864,0.000757491,12.89897993
41941786,4194000,1786000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.679117752,4.23218309,112.5760702,0.006032523,7.243029203
57002188,5700000,2188000,Cotton,Non-permanent industrial crops,Cropland,Agriculture,0.190973451,5.533333333,147.1866667,0.001297492,6.394963552
33081892,3308000,1892000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.47209385,13.4743453,358.417585,0.001317162,6.60690571
34082784,3408000,2784000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.516611296,8.042635659,213.9341085,0.007089151,20.13266998
32921902,3292000,1902000,Dry pulses,"Dry pulses, vegetables, and flowers",Cropland,Agriculture,0.49537785,11.86920361,315.7208161,0.001569038,8.160237389
31161848,3116000,1848000,Barley,Cereals,Cropland,Agriculture,0.671446957,10.93644665,290.9094809,0.002308096,10.4101466
42323042,4232000,3042000,Triticale,Cereals,Cropland,Agriculture,0.815689655,9.826436782,261.3832184,0.003120666,17.5902245
31882258,3188000,2258000,Common wheat,Cereals,Cropland,Agriculture,0.715785527,13.58955131,361.4820647,0.001980141,11.92206077
29061990,2906000,1990000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.592547449,9.442219514,251.1630391,0.002359214,4.553764334
31862260,3186000,2260000,Barley,Cereals,Cropland,Agriculture,0,13.10446117,348.5786672,0,9.397870925
38943176,3894000,3176000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.015384615,16.1025641,428.3282051,0.002370576,10.09831695
34041890,3404000,1890000,Other citrus fruit,Permanent crops: fruit trees,Cropland,Agriculture,1.296875,23.59375,627.59375,0.002066424,12.47322458
34262824,3426000,2824000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.533915516,16.96858922,451.3644733,0.003398397,18.28742117
45102976,4510000,2976000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.330880966,13.77853235,366.5089606,0.003631237,12.13326703
38802318,3880000,2318000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.637644046,7.135540516,189.8053777,0.003359462,10.03784762
31962246,3196000,2246000,Barley,Cereals,Cropland,Agriculture,0.675171011,21.27811672,565.9979047,0.001192886,10.69836553
32062178,3206000,2178000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.165638607,7.177672956,190.9261006,0.000867553,8.331947447
51922944,5192000,2944000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.180171406,16.05895338,427.16816,0.002762779,14.37625083
43363356,4336000,3356000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.485886662,18.89750772,502.6737054,0.004945329,33.66209262
44762764,4476000,2764000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,5.426038781,39.9289012,1062.108772,0.005108741,40.15251989
49342622,4934000,2622000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.196597353,20.74564167,551.8340685,0.00398054,21.65542208
32202322,3220000,2322000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,2.991469396,17.58299566,467.7076847,0.006396024,21.99301281
30381762,3038000,1762000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.58302439,9.609105691,255.6022114,0.002280983,15.59617918
46322834,4632000,2834000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.680161943,15.79352227,420.1076923,0.00399936,17.78998169
32082174,3208000,2174000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.984590861,6.076278191,161.6289999,0.012278681,19.57264957
34461998,3446000,1998000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,2.478746794,29.50164896,784.7438622,0.00315867,9.874504624
52683688,5268000,3688000,Common wheat,Cereals,Cropland,Agriculture,0.411282638,8.911123817,237.0358935,0.001735107,12.73906536
51403810,5140000,3810000,Common wheat,Cereals,Cropland,Agriculture,1.060891177,9.381028463,249.5353571,0.004251466,19.97442819
46482614,4648000,2614000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.127908952,2.067833079,55.00435989,0.02050581,15.562249
43682854,4368000,2854000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.061143573,24.65289371,655.7669727,0.003143104,20.60967528
41642978,4164000,2978000,Vineyards,Other permanent crops,Cropland,Agriculture,0.475879794,8.806511137,234.2531963,0.002031476,16.18889809
28722216,2872000,2216000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.540816327,15.30433226,407.0952381,0.006241331,38.50726552
53644594,5364000,4594000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,0.525887038,3.606082549,95.9217958,0.005482456,8.376181788
33662020,3366000,2020000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0.775653862,10.12379392,269.2929183,0.002880335,9.431162407
37602280,3760000,2280000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,0,5.470954229,145.5273825,0,10.14613085
32202298,3220000,2298000,Pine dominated mixed woodland,Mixed woodland,Woodland,Forest,1.605474453,9.693430657,257.8452555,0.006226504,9.331568498
31222178,3122000,2178000,Sunflower,Non-permanent industrial crops,Cropland,Agriculture,0.349620893,13.40213423,356.4967706,0.000980713,21.88219809
47044134,4704000,4134000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.259642047,11.43769431,304.2426687,0.007427104,34.42975207
44942974,4494000,2974000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.258996289,22.90301759,609.2202679,0.00206657,11.93690493
52142764,5214000,2764000,Maize,Cereals,Cropland,Agriculture,0.688277422,3.910667169,104.0237467,0.006616541,12.3699422
43623698,4362000,3698000,Barley,Cereals,Cropland,Agriculture,0.440842491,6.283272283,167.1350427,0.002637642,10.09385806
51343172,5134000,3172000,Rye,Cereals,Cropland,Agriculture,0.27985803,5.449866903,144.9664596,0.001930502,5.832219251
50863206,5086000,3206000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.778903904,11.11236236,295.5888388,0.002635092,11.12593828
40102842,4010000,2842000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.883007117,31.99881376,851.168446,0.002212261,25.26595745
34902366,3490000,2366000,Maize,Cereals,Cropland,Agriculture,0.619166029,4.127773527,109.7987758,0.005639098,13.0550474
30862182,3086000,2182000,Other bare soil,Other bare soil,Bare land and lichens/moss,Other,0,10.02065982,266.5495513,0,14.66115702
28442408,2844000,2408000,Shrubland without tree cover,Shrubland without tree cover,Shrubland,Other,1.910791367,21.69544365,577.098801,0.00331103,30.5
41823036,4182000,3036000,Common wheat,Cereals,Cropland,Agriculture,0.554177795,15.09474755,401.5202849,0.001380199,13.05357439
53064642,5306000,4642000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,13.21466905,63.35122242,1685.142516,0.00784187,90.78622054
50022946,5002000,2946000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,2.497313561,19.32445018,514.0303747,0.0048583,22.59191482
49704436,4970000,4436000,Other coniferous woodland,Coniferous woodland,Woodland,Forest,1.109465318,9.795279383,260.5544316,0.004258094,7.76407864
43162914,4316000,2914000,Common wheat,Cereals,Cropland,Agriculture,0.85461285,7.292696321,193.9857221,0.004405545,19.2550715
43182820,4318000,2820000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,0.776127613,13.59491505,361.6247403,0.002146224,9.477178423
33042156,3304000,2156000,Lucerne,Fodder crops,Cropland,Agriculture,0.621839296,16.63420116,442.4697509,0.001405383,11.16472546
45123664,4512000,3664000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,0.032561789,5.155616582,137.1394011,0.000237436,15.31561462
42963748,4296000,3748000,Barley,Cereals,Cropland,Agriculture,0.963160803,8.61239025,229.0895806,0.004204298,9.72730296
50622776,5062000,2776000,Maize,Cereals,Cropland,Agriculture,0.505104044,8.418400733,223.9294595,0.002255639,16.12053351
40883024,4088000,3024000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.179107726,30.04497642,799.1963729,0.003977881,23.59494513
43023370,4302000,3370000,Common wheat,Cereals,Cropland,Agriculture,0,6.498881432,172.8702461,0,2.534750613
28002400,2800000,2400000,Temporary grasslands,Fodder crops,Cropland,Agriculture,0.421240602,11.96115288,318.1666667,0.001323962,10.61827957
31022194,3102000,2194000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,0.755590738,8.267695758,219.9207072,0.003435742,16.39642621
43083770,4308000,3770000,Barley,Cereals,Cropland,Agriculture,0.297224709,5.25096986,139.6757983,0.002127961,8.035567265
47942860,4794000,2860000,Common wheat,Cereals,Cropland,Agriculture,0.110100436,11.63918893,309.6024256,0.000355619,12.96387927
33782062,3378000,2062000,Rye,Cereals,Cropland,Agriculture,0,10.89353724,289.7680905,0,6.58456486
40723226,4072000,3226000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.928065598,8.971300783,238.6366008,0.003889033,11.56888596
42223056,4222000,3056000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.452031603,16.70617005,444.3841234,0.003267515,11.69435216
31141756,3114000,1756000,Barley,Cereals,Cropland,Agriculture,0,22.51937984,599.0155039,0,11.281198
50263838,5026000,3838000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.85851378,11.5050853,306.035269,0.006072874,42.14123007
33862010,3386000,2010000,Barley,Cereals,Cropland,Agriculture,0.994500098,8.042951614,213.9425129,0.004648445,15.62810739
46463950,4646000,3950000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,3.1775907,20.46301864,544.3162959,0.005837765,16.34808853
32321698,3232000,1698000,Shrubland with sparse tree cover,Shrubland with sparse tree cover,Shrubland,Other,0.291820873,14.53984703,386.7599309,0.000754527,8.747044917
43122714,4312000,2714000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.139006236,26.04707302,692.8521424,0.004530557,28.99585773
32682930,3268000,2930000,Temporary grasslands,Fodder crops,Cropland,Agriculture,1.704169286,11.59298834,308.3734898,0.005526316,20.66156915
32361730,3236000,1730000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.8000378,6.640836641,176.6462546,0.004529039,10.50405954
44262618,4426000,2618000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,5.653654703,24.20923937,643.9657672,0.008779434,35.61066127
50683780,5068000,3780000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,2.935751063,21.67748675,576.6211477,0.0050913,25.51275638
51824508,5182000,4508000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.052621617,6.598523566,175.5207269,0.005997136,12.1111296
51364282,5136000,4282000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,2.812197483,16.60535657,441.7024847,0.006366723,32.22896506
47682402,4768000,2402000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,3.444062357,29.74705792,791.2717408,0.004352566,26.24281366
31542242,3154000,2242000,Lucerne,Fodder crops,Cropland,Agriculture,1.099753928,15.7107704,417.9064925,0.002631579,12.3153527
33362096,3336000,2096000,Grassland with sparse tree/shrub cover,Grassland with sparse tree/shrub cover,Grassland,Grassland,1.146018536,10.51825232,279.7855116,0.004096061,13.09993425
43663228,4366000,3228000,Spontaneously re-vegetated surfaces,Spontaneously re-vegetated surfaces,Grassland,Grassland,1.175399555,21.49302043,571.7143435,0.002055921,17.68526228
38562344,3856000,2344000,Vineyards,Other permanent crops,Cropland,Agriculture,1.090747647,9.138696502,243.0893269,0.004487024,19.82058949
40562500,4056000,2500000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,1.799014778,33.85418719,900.5213793,0.001997748,16.58448389
47363330,4736000,3330000,Barley,Cereals,Cropland,Agriculture,0.553430426,1.747675031,46.48815582,0.011904762,3.635441326
46342786,4634000,2786000,Maize,Cereals,Cropland,Agriculture,0.930749557,6.041707653,160.7094236,0.005791506,14.9715624
53183886,5318000,3886000,Oats,Cereals,Cropland,Agriculture,0.834399561,10.01279474,266.34034,0.003132832,7.381073303
49604542,4960000,4542000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,15.14345404,67.04735376,1783.45961,0.008491055,87.98527443
49764590,4976000,4590000,Temporary grasslands,Fodder crops,Cropland,Agriculture,2.45051941,11.79879716,313.8480044,0.007807981,39.51719577
53763890,5376000,3890000,Other leguminous and mixtures for fodder,Fodder crops,Cropland,Agriculture,0.030855019,8.587980173,228.4402726,0.000135068,10.34827529
36703150,3670000,3150000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.761404205,21.01613116,559.029089,0.003150827,15.79826319
47884132,4788000,4132000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,3.100630399,14.3404156,381.4550549,0.008128429,27.79838166
36662704,3666000,2704000,Durum wheat,Cereals,Cropland,Agriculture,1.049245283,10.59685535,281.8763522,0.00372236,11.79896821
49983054,4998000,3054000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.491697597,16.43029237,437.0457772,0.003413138,14.75437136
27421740,2742000,1740000,Broadleaved woodland,Broadleaved woodland,Woodland,Forest,0.209006073,12.29447489,327.0330321,0.000639098,3.91403359
37822294,3782000,2294000,Vineyards,Other permanent crops,Cropland,Agriculture,0.76670893,7.967759464,211.9424017,0.003617534,8.638093662
37042680,3704000,2680000,Common wheat,Cereals,Cropland,Agriculture,0.553544207,15.28836382,406.6704776,0.001361162,12.63525886
41462518,4146000,2518000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.084527569,32.25649745,858.0228322,0.003594925,32.0739152
52364022,5236000,4022000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,1.332213513,20.18974742,537.0472813,0.002480626,11.29139073
38462556,3846000,2556000,Temporary grasslands,Fodder crops,Cropland,Agriculture,2.348001796,19.81514743,527.0829217,0.00445471,26.23385227
46002792,4600000,2792000,Spruce dominated mixed woodland,Mixed woodland,Woodland,Forest,1.838821138,17.43224932,463.697832,0.003965559,18.65079365
35522294,3552000,2294000,Maize,Cereals,Cropland,Agriculture,0.953856869,2.2642057,60.22787161,0.015837466,18.72346448
41102514,4110000,2514000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.112903226,5.483870968,145.8709677,0.007629368,14.2476254
49963164,4996000,3164000,Mixed cereals for fodder,Fodder crops,Cropland,Agriculture,0.331769204,2.933032094,78.01865369,0.004252434,4.861111111
38302418,3830000,2418000,Pine dominated coniferous woodland,Coniferous woodland,Woodland,Forest,1.849104272,19.76190476,525.6666667,0.003517637,27.99735406
35223718,3522000,3718000,Temporary grasslands,Fodder crops,Cropland,Agriculture,0.831411831,24.89006489,662.0757261,0.001255765,11.93408788
35303690,3530000,3690000,Barley,Cereals,Cropland,Agriculture,1.290493997,9.583415338,254.918848,0.005062372,16.19660234
32021944,3202000,1944000,Barley,Cereals,Cropland,Agriculture,0.480909226,13.1941762,350.9650869,0.001370248,4.034787568
35162590,3516000,2590000,Common wheat,Cereals,Cropland,Agriculture,1.911068864,27.23419237,724.429517,0.002638033,21.82959049
44062504,4406000,2504000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,3.306772908,32.37881806,861.2765604,0.003839386,33.02201468
52224014,5222000,4014000,Barley,Cereals,Cropland,Agriculture,0.940029707,9.400297066,250.047902,0.003759398,10.39760439
51223738,5122000,3738000,Common wheat,Cereals,Cropland,Agriculture,0,8.647334607,230.0191005,0,4.604936227
43962560,4396000,2560000,Spruce dominated coniferous woodland,Coniferous woodland,Woodland,Forest,4.637694013,37.35920177,993.7547672,0.00466684,23.71447903
47182946,4718000,2946000,Grassland without tree/shrub cover,Grassland without tree/shrub cover,Grassland,Grassland,0.860995851,10.84854772,288.5713693,0.00298365,20.33057851
